RedFighter,BlueFighter,RedOdds,BlueOdds,RedWinner,RedReturn,BlueReturn,OddsDiff,AgeDiff,ReachDiff,HeightDiff,WinsDiff,LossesDiff,RoundsDiff,TitleBoutDiff,KODiff,SubmissionDiff,WinStreakDiff,LoseStreakDiff,LongestWinStreakDiff,SigStrDiff,SubAttDiff,TDDiff,RankDiff,Date,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByKO,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,RedCurrentLoseStreak,RedCurrentWinStreak,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByKO,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedAge,BlueAge,BMatchWCRank,RMatchWCRank
Benoit Saint Denis,Mauricio Ruffy,-152,120,True,1.6579,0.0,-272,0,-5.08,0.0,2,3,9,0,0,3,-3,0,1,1.43,1.8,4.19,-2,2025-09-06,False,Lightweight,MALE,3,0,4,4,0,8,0,3,0,4,Orthodox,180.34,190.5,0,1,5,3,17,0,3,3,6,Southpaw,180.34,185.42,29,29,15,13
Modestas Bukauskas,Paul Craig,-335,270,True,1.2985,0.0,-605,-6,0.0,0.0,-3,-5,-16,0,-1,-5,3,0,-1,0.74,-1.2,-1.17,11,2025-09-06,False,Light Heavyweight,MALE,3,0,0,4,9,38,0,3,6,9,Orthodox,190.5,193.04,0,3,3,4,22,0,2,1,6,Switch,190.5,193.04,31,37,9,20
Bolaji Oki,Mason Jones,120,-142,False,0.0,1.7042,262,-1,-2.54,0.0,1,-1,-6,0,1,0,0,0,1,0.44,-0.2,-2.46,0,2025-09-06,False,Lightweight,MALE,3,0,1,1,2,14,0,0,0,2,Orthodox,177.8,187.96,0,1,2,1,8,0,1,0,3,Orthodox,177.8,185.42,29,30,20,20
Axel Sola,Rhys McKee,-132,112,True,1.7576,0.0,-244,-2,-10.16,-5.08,-1,-4,-11,0,-1,0,-1,0,-1,-0.64,0.0,2.22,0,2025-09-06,False,Welterweight,MALE,3,0,1,1,4,11,0,1,0,1,Orthodox,187.96,198.12,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,27,29,20,20
William Gomis,Robert Ruchala,-270,220,True,1.3704,0.0,-490,1,2.54,10.16,4,1,15,0,1,0,0,1,4,0.11,0.3,-0.14,0,2025-09-06,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,Switch,172.72,182.88,1,0,4,1,15,0,1,0,4,Southpaw,182.88,185.42,28,27,20,20
Oumar Sy,Brendson Ribeiro,-560,420,True,1.1786,0.0,-980,1,5.08,2.54,-1,-2,-4,0,-1,0,0,0,0,0.37,-0.3,1.6,0,2025-09-06,False,Light Heavyweight,MALE,3,1,0,2,3,11,0,1,1,3,Orthodox,190.5,205.74,1,0,2,1,7,0,0,1,2,Orthodox,193.04,210.82,29,28,20,20
Marcin Tybura,Ante Delija,-106,-110,False,0.0,1.9091,4,4,0.0,0.0,14,8,54,0,5,1,2,0,5,-0.72,0.1,1.3,-13,2025-09-06,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,0,2,5,8,54,0,5,1,14,Orthodox,190.5,198.12,39,35,20,7
Harry Hardwick,Kaue Fernandes,168,-200,False,0.0,1.5,368,0,-5.08,-2.54,-2,-1,-7,0,-1,0,-2,0,-2,1.19,0.0,-1.18,0,2025-09-06,False,Lightweight,MALE,3,0,2,2,1,7,0,1,0,2,Orthodox,175.26,185.42,0,0,0,0,0,0,0,0,0,Switch,172.72,180.34,30,30,20,20
Sam Patterson,Trey Waters,-194,162,True,1.5155,0.0,-356,-1,2.54,-5.08,2,0,-1,0,1,3,1,0,1,-3.77,0.8,0.42,0,2025-09-06,False,Welterweight,MALE,3,0,2,2,1,7,0,0,0,2,Orthodox,195.58,195.58,0,3,3,1,6,0,1,3,4,Orthodox,190.5,198.12,29,30,20,20
Brad Tavares,Robert Bryczek,-210,176,False,0.0,2.76,-386,2,-2.54,2.54,16,9,68,0,2,0,1,-1,5,-0.33,0.0,0.14,-5,2025-09-06,False,Middleweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,182.88,190.5,0,1,5,10,71,0,2,0,16,Orthodox,185.42,187.96,37,35,20,15
Andreas Gustafsson,Rinat Fakhretdinov,-134,114,False,0.0,2.14,-248,1,-2.54,2.54,-3,0,-11,0,1,-1,0,0,-1,0.79,-0.2,2.28,5,2025-09-06,False,Welterweight,MALE,3,0,2,3,0,16,0,0,1,5,Orthodox,182.88,187.96,0,2,2,0,5,0,1,0,2,Orthodox,185.42,185.42,34,33,15,20
Shauna Bannon,Sam Hughes,840,-1600,False,0.0,1.0625,2440,-2,2.54,0.0,-3,-4,-20,0,-1,1,0,0,0,-0.09,0.5,-1.12,0,2025-09-06,False,Women's Strawweight,FEMALE,3,0,2,2,5,28,0,1,0,5,Orthodox,165.1,162.56,0,2,2,1,8,0,0,1,2,Switch,165.1,165.1,31,33,20,20
Diego Lopes,Jean Silva,210,-255,True,3.1,0.0,465,2,7.62,10.16,-1,3,8,1,-2,0,-6,1,-1,-0.99,0.8,-0.32,-8,2025-09-13,False,Featherweight,MALE,5,0,6,6,0,12,0,4,1,6,Orthodox,170.18,175.26,1,0,5,3,20,1,2,1,5,Orthodox,180.34,182.88,30,28,10,2
Rob Font,David Martinez,-118,100,False,0.0,2.0,-218,11,10.16,7.62,10,7,48,0,5,1,0,0,2,0.29,0.3,0.1,-11,2025-09-13,False,Bantamweight,MALE,3,0,2,2,0,4,0,1,0,2,Orthodox,165.1,170.18,0,2,4,7,52,0,6,1,12,Orthodox,172.72,180.34,38,27,20,9
Rafa Garcia,Jared Gordon,152,-180,True,2.52,0.0,332,-6,5.08,-5.08,-4,-2,-12,0,-3,1,0,0,-1,-1.33,0.5,1.35,0,2025-09-13,False,Lightweight,MALE,3,0,1,3,6,37,0,3,0,9,Orthodox,175.26,172.72,0,1,2,4,25,0,0,1,5,Orthodox,170.18,177.8,31,37,20,20
Kelvin Gastelum,Dustin Stoltzfus,-235,194,True,1.4255,0.0,-429,0,-10.16,-7.62,9,4,48,2,1,1,0,0,4,0.35,-1.0,-1.04,-6,2025-09-13,False,Middleweight,MALE,3,1,0,1,6,21,0,2,1,4,Orthodox,182.88,190.5,1,0,5,10,69,2,3,2,13,Southpaw,175.26,180.34,33,33,20,14
Alexander Hernandez,Diego Ferreira,100,-118,True,2.0,0.0,218,-8,-5.08,0.0,-1,1,0,0,-1,-2,3,-1,-3,-0.39,-0.5,0.32,0,2025-09-13,False,Lightweight,MALE,3,1,0,6,6,36,0,5,2,10,Orthodox,175.26,187.96,0,3,3,7,36,0,4,0,9,Orthodox,175.26,182.88,32,40,15,15
Santiago Luna,Quang Le,-176,138,True,1.5682,0.0,-314,-12,10.16,5.08,-1,-2,-8,0,0,-1,-1,0,-1,5.38,0.4,1.31,0,2025-09-13,False,Bantamweight,MALE,3,0,1,1,2,8,0,0,1,1,Orthodox,170.18,177.8,0,0,0,0,0,0,0,0,0,Orthodox,175.26,187.96,21,33,20,20
Jose Daniel Medina,Dusko Todorovic,320,-405,False,0.0,1.2469,725,3,0.0,-2.54,-4,-3,-11,0,-3,0,0,0,-2,-2.6,-0.3,-1.38,0,2025-09-13,False,Middleweight,MALE,3,3,0,2,6,18,0,3,0,4,Orthodox,185.42,187.96,3,0,0,3,7,0,0,0,0,Orthodox,182.88,187.96,34,31,20,20
Claudio Puelles,Joaquim Silva,-134,114,False,0.0,2.14,-248,-7,7.62,5.08,-1,-2,-7,1,-3,3,0,1,2,-1.89,0.2,2.95,0,2025-09-13,False,Lightweight,MALE,3,1,0,3,5,27,0,3,0,6,Southpaw,172.72,175.26,2,0,5,3,20,1,0,3,5,Southpaw,177.8,182.88,29,36,20,20
Tatiana Suarez,Amanda Lemos,-2000,1040,True,1.05,0.0,-3040,-4,2.54,2.54,-2,-3,-10,1,-2,2,-1,1,2,0.11,0.0,3.5,-2,2025-09-13,False,Women's Strawweight,FEMALE,3,0,1,5,4,30,1,3,2,9,Southpaw,162.56,165.1,1,0,7,1,20,2,1,4,7,Southpaw,165.1,167.64,34,38,4,2
Jesus Aguilar,Luis Gurule,158,-188,True,2.58,0.0,346,-2,-5.08,-2.54,3,1,7,0,1,2,0,0,2,-1.93,1.1,0.94,0,2025-09-13,False,Flyweight,MALE,3,1,0,1,1,5,0,0,0,1,Orthodox,165.1,162.56,1,0,3,2,12,0,1,2,4,Orthodox,162.56,157.48,29,31,20,20
Zach Reese,Sedriques Dumas,-235,194,False,0.0,2.94,-429,1,-5.08,5.08,0,-1,-4,0,1,0,1,-1,0,2.48,1.1,1.46,0,2025-09-13,False,Middleweight,MALE,3,1,0,2,3,14,0,0,1,4,Orthodox,187.96,200.66,0,1,2,2,10,0,1,1,4,Switch,193.04,195.58,31,30,20,20
Alessandro Costa,Alden Coria,-340,275,False,0.0,3.75,-615,2,0.0,-10.16,3,2,13,0,2,0,1,0,1,-0.96,0.4,-0.96,0,2025-09-13,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,172.72,170.18,0,1,1,2,13,0,2,0,3,Orthodox,162.56,170.18,29,27,20,20
Montse Rendon,Alice Pereira,138,-164,True,2.38,0.0,302,17,-7.62,0.0,1,1,6,0,0,0,0,1,1,0.12,0.3,1.91,0,2025-09-13,False,Women's Bantamweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,1,0,1,1,6,0,0,0,1,Orthodox,172.72,172.72,36,19,20,20
Rodrigo Sezinando,Daniil Donchenko,690,-1300,False,0.0,1.0769,1990,3,0.0,-5.08,0,0,0,0,0,0,0,0,0,-4.9,0.0,2.6,0,2025-09-13,True,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,27,24,20,20
Carlos Ulberg,Dominick Reyes,-260,192,True,1.3846,0.0,-452,-1,0.0,0.0,0,-3,-5,-2,-1,0,5,0,2,1.58,0.0,0.28,-4,2025-09-27,False,Light Heavyweight,MALE,5,0,3,6,4,24,2,6,1,9,Southpaw,193.04,195.58,0,8,8,1,19,0,5,1,9,Orthodox,193.04,195.58,34,35,7,3
Jimmy Crute,Ivan Erslan,-235,194,True,1.4255,0.0,-429,-4,5.08,0.0,6,2,13,0,3,3,1,-2,3,1.6,2.0,3.94,-6,2025-09-27,False,Light Heavyweight,MALE,3,2,0,0,2,6,0,0,0,0,Orthodox,187.96,182.88,0,1,3,4,19,0,3,3,6,Orthodox,187.96,187.96,29,33,20,14
Jack Jenkins,Ramon Taveras,-750,470,True,1.1333,0.0,-1220,0,-5.08,-2.54,2,0,9,0,1,0,0,0,1,0.41,0.2,1.98,0,2025-09-27,False,Featherweight,MALE,3,1,0,2,2,8,0,1,0,2,Southpaw,172.72,177.8,1,0,3,2,17,0,2,0,4,Switch,170.18,172.72,31,31,20,20
Jake Matthews,Neil Magny,-350,280,False,0.0,3.8,-630,-7,-17.78,-10.16,-8,-5,-37,0,-5,4,2,0,-4,-0.06,0.5,-0.73,5,2025-09-27,False,Welterweight,MALE,3,0,1,7,12,91,0,7,2,23,Orthodox,190.5,203.2,0,3,3,7,54,0,2,6,15,Orthodox,180.34,185.42,31,38,15,20
Tom Nolan,Charlie Campbell,-164,128,True,1.6098,0.0,-292,-5,2.54,7.62,2,0,4,0,1,0,1,0,1,0.64,1.9,-1.71,0,2025-09-27,False,Lightweight,MALE,3,0,2,2,1,5,0,1,0,2,Orthodox,182.88,182.88,0,3,3,1,9,0,2,0,4,Southpaw,190.5,185.42,25,30,20,20
Navajo Stirling,Rodolfo Bellato,-270,220,True,1.3704,0.0,-490,-2,10.16,2.54,1,-1,-2,0,-1,0,3,0,1,0.88,-0.2,-0.4,0,2025-09-27,False,Light Heavyweight,MALE,3,0,0,2,1,10,0,2,0,2,Orthodox,190.5,190.5,0,3,3,0,8,0,1,0,3,Orthodox,193.04,200.66,27,29,20,20
Cam Rowston,Andre Petroski,146,-174,True,2.46,0.0,320,-4,12.7,7.62,-7,-2,-24,0,0,-2,1,-1,-4,1.45,-0.8,-2.65,0,2025-09-27,False,Middleweight,MALE,3,1,0,5,3,28,0,1,2,8,Switch,182.88,185.42,0,1,1,1,4,0,1,0,1,Orthodox,190.5,198.12,30,34,20,20
Jamie Mullarkey,Rolando Bedoya,-134,114,True,1.7463,0.0,-248,3,0.0,2.54,5,3,15,0,2,0,0,-1,2,-2.13,-0.1,2.46,0,2025-09-27,False,Lightweight,MALE,3,3,0,0,3,9,0,0,0,0,Orthodox,180.34,187.96,2,0,2,6,24,0,2,0,5,Orthodox,182.88,187.96,31,28,20,20
Colby Thicknesse,Josias Musasa,134,-158,True,2.34,0.0,292,0,-12.7,-2.54,-1,0,-1,0,0,0,0,0,-1,0.14,0.0,0.1,0,2025-09-27,False,Bantamweight,MALE,3,1,0,1,1,4,0,0,0,1,Southpaw,172.72,187.96,1,0,0,1,3,0,0,0,0,Orthodox,170.18,175.26,26,26,20,20
Michelle Montague,Luana Carolina,-6000,2300,True,1.0167,0.0,-8300,-1,-2.54,7.62,-7,-3,-28,0,-1,0,-3,0,-3,-1.92,-0.6,4.7,0,2025-09-27,False,Women's Bantamweight,FEMALE,3,0,3,3,3,28,0,1,0,7,Orthodox,167.64,175.26,0,0,0,0,0,0,0,0,0,Southpaw,175.26,172.72,31,32,20,20
Brando Pericic,Elisha Ellison,-215,180,True,1.4651,0.0,-395,3,2.54,12.7,0,0,0,0,0,0,0,0,0,11.34,0.0,0.0,0,2025-09-27,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,182.88,198.12,0,0,0,0,0,0,0,0,0,Orthodox,195.58,200.66,31,28,20,20
Loma Lookboonmee,Alexia Thainara,770,-1450,False,0.0,1.069,2220,0,-15.24,-7.62,5,2,22,0,0,0,2,0,2,-0.95,-1.7,-2.73,-6,2025-09-27,False,Women's Strawweight,FEMALE,3,0,2,2,0,4,0,0,1,2,Orthodox,162.56,170.18,0,4,4,2,26,0,0,1,7,Orthodox,154.94,154.94,29,29,20,14
Magomed Ankalaev,Alex Pereira,-255,210,False,0.0,3.1,-465,-5,-10.16,-2.54,3,-1,11,-5,-1,0,3,-1,4,-1.51,-0.2,0.68,-1,2025-10-04,True,Light Heavyweight,MALE,5,1,0,5,2,30,7,7,0,9,Orthodox,193.04,200.66,0,3,9,1,41,2,6,0,12,Orthodox,190.5,190.5,33,38,1,0
Merab Dvalishvili,Cory Sandhagen,-1600,840,True,1.0625,0.0,-2440,1,-5.08,-12.7,2,-2,4,2,-5,0,12,0,8,-0.44,0.1,4.82,-4,2025-10-04,True,Bantamweight,MALE,5,0,1,5,4,46,1,6,1,11,Switch,180.34,177.8,0,13,13,2,50,3,1,1,13,Orthodox,167.64,172.72,34,33,4,0
Jiri Prochazka,Khalil Rountree Jr.,172,-220,True,2.72,0.0,392,-3,10.16,5.08,-5,-4,-20,1,-3,1,0,0,-2,1.73,0.1,0.49,-2,2025-10-04,False,Light Heavyweight,MALE,3,0,1,5,6,38,2,7,0,10,Southpaw,185.42,193.04,0,1,3,2,18,3,4,1,5,Orthodox,190.5,203.2,32,35,4,2
Josh Emmett,Youssef Zalal,380,-490,False,0.0,1.2041,870,11,-5.08,-10.16,3,2,14,1,4,-3,-4,1,1,0.64,-1.3,-1.1,-1,2025-10-04,False,Featherweight,MALE,3,0,4,4,3,29,0,0,3,7,Switch,177.8,182.88,1,0,5,5,43,1,4,0,10,Orthodox,167.64,177.8,40,29,9,8
Abus Magomedov,Joe Pyfer,172,-205,False,0.0,1.4878,377,6,7.62,0.0,-2,0,-1,0,-3,0,1,0,-1,-0.45,-0.5,1.16,-6,2025-10-04,False,Middleweight,MALE,3,0,2,4,2,16,0,4,1,6,Orthodox,187.96,190.5,0,3,3,2,15,0,1,1,4,Orthodox,187.96,198.12,35,29,20,14
Ateba Gautier,Tre'ston Vines,-1800,980,True,1.0556,0.0,-2780,-6,5.08,7.62,3,0,4,0,3,0,3,0,3,4.44,0.0,0.49,0,2025-10-04,False,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,185.42,200.66,0,3,3,0,4,0,3,0,3,Switch,193.04,205.74,23,29,20,20
Daniel Santos,JooSang Yoo,120,-154,True,2.2,0.0,274,-1,-10.16,0.0,2,1,10,0,0,0,2,0,2,-1.6,0.0,3.01,0,2025-10-04,False,Catch Weight,MALE,3,0,1,1,0,1,0,1,0,1,Orthodox,170.18,180.34,0,3,3,1,11,0,1,0,3,Orthodox,170.18,170.18,30,31,20,20
Patchy Mix,Jakub Wiklacz,-350,280,False,0.0,3.8,-630,3,-5.08,2.54,0,1,3,0,0,0,0,1,0,1.9,-2.5,2.5,0,2025-10-04,False,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,1,0,0,1,3,0,0,0,0,Southpaw,180.34,177.8,32,29,20,20
Edmen Shahbazyan,Andre Muniz,-320,260,True,1.3125,0.0,-580,-8,-7.62,2.54,1,2,5,0,6,-3,2,-1,-2,1.72,-0.7,-2.36,1,2025-10-04,False,Middleweight,MALE,3,1,0,7,3,22,0,0,4,8,Southpaw,185.42,198.12,0,2,5,5,27,0,6,1,9,Orthodox,187.96,190.5,27,35,14,15
Punahele Soriano,Nikolay Veretennikov,-405,320,True,1.2469,0.0,-725,-3,-5.08,-5.08,5,1,10,0,4,0,1,0,2,1.73,-0.3,1.55,0,2025-10-04,False,Welterweight,MALE,3,0,1,1,3,11,0,0,0,1,Orthodox,185.42,187.96,0,2,3,4,21,0,4,0,6,Southpaw,180.34,182.88,32,35,20,20
Macy Chiasson,Yana Santos,-205,172,False,0.0,2.72,-377,-1,10.16,12.7,2,-1,-1,0,3,2,-2,1,1,-1.2,0.3,1.09,-5,2025-10-04,False,Women's Bantamweight,FEMALE,3,0,2,2,5,29,1,0,0,6,Orthodox,167.64,172.72,1,0,3,4,28,1,3,2,8,Orthodox,180.34,182.88,34,35,10,5
Chris Gutierrez,Farid Basharat,385,-500,False,0.0,1.2,885,6,-10.16,2.54,5,3,26,0,3,-1,-3,0,-1,0.15,-0.2,-3.04,-5,2025-10-04,False,Bantamweight,MALE,3,0,5,5,0,13,0,0,1,5,Orthodox,172.72,180.34,0,2,4,3,39,0,3,0,10,Orthodox,175.26,170.18,34,28,20,15
Ramiz Brahimaj,Austin Vanderford,240,-295,True,3.4,0.0,535,-3,-5.08,-2.54,2,3,9,0,0,2,0,0,0,-0.75,0.4,-1.09,0,2025-10-04,False,Welterweight,MALE,3,0,2,2,0,4,0,1,1,2,Orthodox,180.34,187.96,0,2,2,3,13,0,1,3,4,Orthodox,177.8,182.88,32,35,20,20
Veronica Hardy,Brogan Walker,-4500,1800,True,1.0222,0.0,-6300,-8,-7.62,0.0,4,3,18,0,0,1,0,-1,3,1.22,0.3,-0.2,0,2025-10-04,False,Women's Flyweight,FEMALE,3,2,0,0,2,6,0,0,0,0,Switch,162.56,170.18,1,0,3,5,24,0,0,1,4,Southpaw,162.56,162.56,29,37,20,20
Charles Oliveira,Mateusz Gamrot,-108,-108,True,1.9259,0.0,0,1,10.16,0.0,15,8,39,4,1,15,-1,1,7,0.02,2.4,-2.93,-4,2025-10-11,False,Lightweight,MALE,5,0,1,4,3,30,0,3,1,8,Southpaw,177.8,177.8,1,0,11,11,69,4,4,16,23,Orthodox,177.8,187.96,35,34,8,4
Deiveson Figueiredo,Montel Jackson,265,-330,True,3.65,0.0,595,4,-17.78,-12.7,3,3,23,6,0,3,-6,2,-1,-0.46,0.9,-1.39,-9,2025-10-11,False,Bantamweight,MALE,3,0,6,6,2,28,0,4,1,10,Southpaw,177.8,190.5,2,0,5,5,51,6,4,4,13,Orthodox,165.1,172.72,37,33,15,6
Vicente Luque,Joel Alvarez,370,-600,False,0.0,1.1667,970,1,-5.08,-10.16,9,5,34,0,4,3,-3,1,2,0.02,-0.4,0.7,-6,2025-10-11,False,Welterweight,MALE,3,0,3,4,2,16,0,4,3,7,Orthodox,190.5,195.58,1,0,6,7,50,0,8,6,16,Orthodox,180.34,190.5,33,32,20,14
Jhonata Diniz,Mario Pinto,-120,102,False,0.0,2.02,-222,7,0.0,-2.54,2,1,8,0,0,0,-1,0,1,1.04,-0.9,-2.38,-5,2025-10-11,False,Heavyweight,MALE,3,0,2,2,0,3,0,2,0,2,Orthodox,195.58,200.66,0,1,3,1,11,0,2,0,4,Orthodox,193.04,200.66,34,27,20,15
Ricardo Ramos,Kaan Ofli,-225,188,False,0.0,2.88,-413,-2,15.24,5.08,8,4,25,-1,2,1,0,-1,3,0.58,0.6,2.13,0,2025-10-11,False,Featherweight,MALE,3,2,0,0,2,5,1,0,0,0,Orthodox,170.18,167.64,1,0,3,6,30,0,2,1,8,Orthodox,175.26,182.88,30,32,20,20
Lucas Almeida,Michael Aswell Jr.,215,-260,False,0.0,1.3846,475,9,5.08,7.62,2,2,9,0,1,0,0,-1,1,-2.85,0.0,-0.32,0,2025-10-11,False,Featherweight,MALE,3,2,0,0,2,6,0,0,0,0,Orthodox,172.72,175.26,1,0,1,4,15,0,1,0,2,Orthodox,180.34,180.34,34,25,20,20
Jafel Filho,Clayton Carpenter,-124,106,True,1.8065,0.0,-230,3,5.08,2.54,0,1,2,0,1,0,0,0,-1,-1.81,0.9,0.53,0,2025-10-11,False,Flyweight,MALE,3,1,0,3,1,9,0,0,2,3,Orthodox,167.64,167.64,1,0,2,2,11,0,1,2,3,Orthodox,170.18,172.72,32,29,20,20
Vitor Petrino,Thomas Petersen,-295,240,True,1.339,0.0,-535,-2,7.62,2.54,3,0,6,0,2,1,0,0,4,0.14,0.3,-0.41,0,2025-10-11,False,Heavyweight,MALE,3,0,1,1,2,12,0,0,1,3,Southpaw,185.42,187.96,0,1,5,2,18,0,2,2,6,Orthodox,187.96,195.58,28,30,20,20
Bia Mesquita,Irina Alekseeva,-600,450,True,1.1667,0.0,-1050,-1,0.0,-10.16,-1,-2,-7,0,0,-1,0,-2,-1,2.36,2.8,4.43,0,2025-10-11,False,Women's Bantamweight,FEMALE,3,2,0,1,2,7,0,0,1,1,Orthodox,172.72,170.18,0,0,0,0,0,0,0,0,0,Orthodox,162.56,170.18,34,35,20,20
Lucas Rocha,Stewart Nicoll,-4500,1800,True,1.0222,0.0,-6300,-4,-2.54,-5.08,1,0,3,0,1,0,0,0,1,1.46,0.0,0.01,0,2025-10-11,False,Flyweight,MALE,3,1,0,0,1,1,0,0,0,0,Orthodox,165.1,165.1,1,0,1,1,4,0,1,0,1,Orthodox,160.02,162.56,25,29,20,20
Julia Polastri,Karolina Kowalkiewicz,-590,430,True,1.1695,0.0,-1020,-12,0.0,-2.54,-7,-6,-35,-1,0,0,0,-1,-3,0.86,0.2,0.37,5,2025-10-11,False,Women's Strawweight,FEMALE,3,2,0,4,9,49,1,0,1,9,Orthodox,160.02,162.56,1,0,1,3,14,0,0,1,2,Orthodox,157.48,162.56,27,39,15,20
Luan Lacerda,Saimon Oliveira,-310,225,True,1.3226,0.0,-535,-2,-2.54,7.62,-1,-1,-4,0,0,0,0,-1,-1,1.44,-0.6,1.64,0,2025-10-11,False,Bantamweight,MALE,3,3,0,1,3,9,0,0,0,1,Orthodox,162.56,182.88,2,0,0,2,5,0,0,0,0,Orthodox,170.18,180.34,32,34,20,20
Reinier de Ridder,Brendan Allen,-220,184,False,0.0,2.84,-404,6,7.62,5.08,-10,-4,-31,0,0,-6,3,0,-3,-1.12,-0.5,1.0,-5,2025-10-18,False,Middleweight,MALE,5,0,1,7,4,42,0,1,8,14,Orthodox,187.96,190.5,0,4,4,0,11,0,1,2,4,Southpaw,193.04,198.12,35,29,9,4
Kevin Holland,Mike Malott,-102,-126,False,0.0,1.7937,24,-1,20.32,5.08,10,10,54,0,3,3,-2,1,1,0.31,-0.2,-1.09,-5,2025-10-18,False,Welterweight,MALE,3,0,2,4,1,13,0,2,3,6,Orthodox,185.42,185.42,1,0,5,11,67,0,5,6,16,Orthodox,190.5,205.74,32,33,20,15
Marlon Vera,Aiemann Zahabi,112,-132,False,0.0,1.7576,244,-5,5.08,0.0,8,7,46,1,5,4,-6,2,-1,-0.36,0.8,0.35,-2,2025-10-18,False,Bantamweight,MALE,3,0,6,6,2,23,0,2,0,7,Orthodox,172.72,172.72,2,0,5,9,69,1,7,4,15,Switch,172.72,177.8,32,37,9,7
Manon Fiorot,Jasmine Jasudavicius,-260,198,True,1.3846,0.0,-458,-1,-7.62,0.0,-2,-1,-5,1,2,-3,-5,1,2,1.96,-0.6,-1.54,-3,2025-10-18,False,Women's Flyweight,FEMALE,3,0,5,5,2,31,0,0,3,9,Orthodox,170.18,172.72,1,0,7,1,26,1,2,0,7,Orthodox,170.18,165.1,35,36,5,2
Charles Jourdain,Davey Grant,-190,160,True,1.5263,0.0,-350,-10,0.0,2.54,-1,1,0,-1,-1,2,-1,0,-1,0.34,0.5,-0.7,0,2025-10-18,False,Bantamweight,MALE,3,0,2,3,6,38,1,3,1,8,Orthodox,172.72,175.26,0,1,2,7,38,0,2,3,7,Switch,175.26,175.26,29,39,20,20
Kyle Nelson,Matt Frevola,-132,112,True,1.7576,0.0,-244,-1,0.0,5.08,-2,0,0,0,-1,-1,0,-1,0,0.3,-0.3,-1.16,5,2025-10-18,False,Lightweight,MALE,3,2,0,3,5,23,0,3,1,6,Orthodox,175.26,180.34,1,0,3,5,23,0,2,0,4,Switch,180.34,180.34,34,35,15,20
Kyle Prepolec,Drew Dober,265,-330,False,0.0,1.303,595,0,0.0,5.08,-14,-8,-43,0,-10,-1,0,0,-3,-1.23,-0.1,-0.61,5,2025-10-18,False,Lightweight,MALE,3,3,0,3,11,51,0,10,1,14,Southpaw,172.72,177.8,3,0,0,3,8,0,0,0,0,Southpaw,177.8,177.8,36,36,15,20
Cody Gibson,Aoriqileng,-10000,-10000,False,0.0,1.01,0,6,5.08,7.62,0,2,2,0,0,1,0,0,0,-1.06,0.6,0.92,0,2025-10-18,False,Bantamweight,MALE,3,1,0,2,4,19,0,1,0,3,Orthodox,170.18,175.26,1,0,2,6,21,0,1,1,3,Orthodox,177.8,180.34,38,32,20,20
Bruno Silva,HyunSung Park,176,-210,True,2.76,0.0,386,6,-2.54,-7.62,-1,3,12,-1,1,-2,0,1,-1,0.57,-1.6,0.51,0,2025-10-18,False,Flyweight,MALE,3,1,0,5,1,10,1,2,3,5,Orthodox,170.18,167.64,2,0,4,4,22,0,3,1,4,Orthodox,162.56,165.1,35,29,20,20
Danny Barlow,Djorden Santos,-250,205,False,0.0,3.05,-455,2,10.16,5.08,2,0,2,0,2,0,0,0,2,-1.19,0.0,-0.67,0,2025-10-18,False,Middleweight,MALE,3,1,0,1,1,6,0,0,0,1,Orthodox,182.88,190.5,1,0,3,1,8,0,2,0,3,Southpaw,187.96,200.66,30,28,20,20
Stephanie Luciano,Ravena Oliveira,-300,245,True,1.3333,0.0,-545,-3,0.0,2.54,1,0,6,0,0,0,0,0,1,3.29,0.3,0.42,0,2025-10-18,False,Women's Strawweight,FEMALE,3,1,0,0,1,3,0,0,0,0,Orthodox,165.1,165.1,1,0,1,1,9,0,0,0,1,Orthodox,167.64,165.1,25,28,20,20
Azamat Bekoev,Yousri Belgaroui,-295,240,False,0.0,3.4,-535,-4,-17.78,-15.24,1,-1,-4,0,1,0,1,0,1,-1.53,0.0,3.19,0,2025-10-18,False,Middleweight,MALE,3,0,1,1,1,6,0,1,0,1,Orthodox,198.12,200.66,0,2,2,0,2,0,2,0,2,Orthodox,182.88,182.88,29,33,20,20
