Date,RedFighter,BlueFighter,WeightClass,RedOdds,BlueOdds
2022-07-30,Alex Morono,Matthew Semelsberger,Welterweight,160,-190
2022-07-30,Drew Dober,Rafael Alves,Lightweight,-165,140
2022-07-30,Drakkar Klose,Rafa Garcia,Lightweight,-200,170
2022-07-30,Michael Morales,Adam Fugitt,Welterweight,-600,450
2022-07-30,Joselyne Edwards,Ji Yeon Kim,Women's Bantamweight,-120,100
2022-07-30,Nicolae Negumereanu,Ihor Potieria,Light Heavyweight,-140,120
2022-07-30,Orion Cosce,Blood Diamond,Welterweight,-205,175
2022-07-23,Curtis Blaydes,Tom Aspinall,Heavyweight,135,-155
2022-07-23,Jack Hermansson,Chris Curtis,Middleweight,-110,-110
2022-07-23,Paddy Pimblett,Jordan Leavitt,Lightweight,-275,230
2022-07-23,Nikita Krylov,Alexander Gustafsson,Light Heavyweight,-200,170
2022-07-23,Molly McCann,Hannah Goldy,Women's Flyweight,-460,370
2022-07-23,Paul Craig,Volkan Oezdemir,Light Heavyweight,125,-145
2022-07-23,Mason Jones,Ludovit Klein,Lightweight,-425,340
2022-07-23,Marc Diakiese,Damir Hadzovic,Lightweight,-435,350
2022-07-23,Nathaniel Wood,Charles Rosa,Featherweight,-560,430
2022-07-23,Makwan Amirkhani,Jonathan Pearce,Featherweight,130,-150
2022-07-23,Muhammad Mokaev,Charles Johnson,Flyweight,-500,400
2022-07-23,Jai Herbert,Kyle Nelson,Lightweight,-285,240
2022-07-23,Mandy Bohm,Victoria Leonardo,Women's Flyweight,-110,-110
2022-07-23,Claudio Silva,Nicolas Dalby,Welterweight,185,-215
2022-07-16,Brian Ortega,Yair Rodriguez,Featherweight,-195,165
2022-07-16,Michelle Waterson-Gomez,Amanda Lemos,Women's Strawweight,260,-315
2022-07-16,Li Jingliang,Muslim Salikhov,Welterweight,135,-155
2022-07-16,Matt Schnell,Sumudaerji,Flyweight,220,-260
2022-07-16,Shane Burgos,Charles Jourdain,Featherweight,-175,150
2022-07-16,Lauren Murphy,Miesha Tate,Women's Flyweight,175,-205
2022-07-16,Punahele Soriano,Dalcha Lungiambula,Middleweight,-250,210
2022-07-16,Ricky Simon,Jack Shore,Bantamweight,145,-170
2022-07-16,Bill Algeo,Herbert Burns,Featherweight,-210,180
2022-07-16,Dustin Jacoby,Da Woon Jung,Light Heavyweight,105,-125
2022-07-16,Dwight Grant,Dustin Stoltzfus,Middleweight,115,-135
2022-07-16,Jessica Penne,Emily Ducote,Women's Strawweight,145,-170
2022-07-09,Rafael Dos Anjos,Rafael Fiziev,Lightweight,180,-210
2022-07-09,Caio Borralho,Armen Petrosyan,Middleweight,-250,210
2022-07-09,Douglas Silva de Andrade,Said Nurmagomedov,Bantamweight,380,-475
2022-07-09,Jared Vanderaa,Chase Sherman,Heavyweight,-230,195
2022-07-09,Aiemann Zahabi,Ricky Turcios,Bantamweight,195,-230
2022-07-09,Michael Johnson,Jamie Mullarkey,Lightweight,195,-230
2022-07-09,Cody Brundage,Tresean Gore,Middleweight,135,-155
2022-07-09,Antonina Shevchenko,Cortney Casey,Women's Flyweight,-180,155
2022-07-09,David Onama,Garrett Armfield,Featherweight,-750,550
2022-07-09,Kennedy Nzechukwu,Karl Roberson,Light Heavyweight,-155,135
2022-07-09,Ronnie Lawrence,Saidyokub Kakhramonov,Bantamweight,-120,100
2022-07-02,Israel Adesanya,Jared Cannonier,Middleweight,-540,420
2022-07-02,Alexander Volkanovski,Max Holloway,Featherweight,-180,155
2022-07-02,Sean Strickland,Alex Pereira,Middleweight,-125,105
2022-07-02,Robbie Lawler,Bryan Barberena,Welterweight,100,-120
2022-07-02,Brad Riddell,Jalin Turner,Lightweight,130,-150
2022-07-02,Jim Miller,Donald Cerrone,Welterweight,-190,160
2022-07-02,Ian Garry,Gabe Green,Welterweight,-190,160
2022-07-02,Brad Tavares,Dricus Du Plessis,Middleweight,145,-170
2022-07-02,Uriah Hall,Andre Muniz,Middleweight,285,-345
2022-07-02,Jessica Eye,Maycee Barber,Women's Flyweight,260,-315
2022-07-02,Jessica-Rose Clark,Julija Stoliarenko,Women's Bantamweight,-155,135
2022-06-25,Arman Tsarukyan,Mateusz Gamrot,Lightweight,-240,200
2022-06-25,Neil Magny,Shavkat Rakhmonov,Welterweight,350,-435
2022-06-25,Josh Parisian,Alan Baudot,Heavyweight,-135,115
2022-06-25,Thiago Moises,Christos Giagos,Lightweight,-240,200
2022-06-25,Nate Maness,Umar Nurmagomedov,Bantamweight,650,-950
2022-06-25,Chris Curtis,Rodolfo Vieira,Middleweight,-115,-105
2022-06-25,Carlos Ulberg,Tafon Nchukwi,Light Heavyweight,135,-155
2022-06-25,Shayilan Nuerdanbieke,TJ Brown,Featherweight,175,-205
2022-06-25,Raulian Paiva,Sergey Morozov,Bantamweight,145,-170
2022-06-25,JP Buys,Cody Durden,Flyweight,-125,105
2022-06-25,Brian Kelleher,Mario Bautista,Bantamweight,170,-200
2022-06-25,Vanessa Demopoulos,Jinh Yu Frey,Women's Strawweight,200,-240
2022-06-18,Calvin Kattar,Josh Emmett,Featherweight,-280,235
2022-06-18,Tim Means,Kevin Holland,Welterweight,280,-340
2022-06-18,Joaquin Buckley,Albert Duraev,Middleweight,195,-230
2022-06-18,Damir Ismagulov,Guram Kutateladze,Lightweight,-230,195
2022-06-18,Julian Marquez,Gregory Rodrigues,Middleweight,145,-170
2022-06-18,Adrian Yanez,Tony Kelley,Bantamweight,-325,270
2022-06-18,Jasmine Jasudavicius,Natalia Silva,Women's Flyweight,-260,220
2022-06-18,Court McGee,Jeremiah Wells,Welterweight,105,-125
2022-06-18,Ricardo Ramos,Danny Chavez,Featherweight,-330,275
2022-06-18,Maria Oliveira,Gloria de Paula,Women's Strawweight,235,-280
2022-06-18,Eddie Wineland,Cody Stamann,Bantamweight,575,-800
2022-06-18,Phil Hawes,Deron Winn,Middleweight,-250,210
2022-06-18,Roman Dolidze,Kyle Daukaus,Middleweight,205,-245
2022-06-11,Glover Teixeira,Jiri Prochazka,Light Heavyweight,185,-225
2022-06-11,Valentina Shevchenko,Taila Santos,Women's Flyweight,-630,450
2022-06-11,Zhang Weili,Joanna Jedrzejczyk,Women's Strawweight,-160,140
2022-06-11,Andre Fialho,Jake Matthews,Welterweight,100,-120
2022-06-11,Jack Della Maddalena,Ramazan Emeev,Welterweight,-190,160
2022-06-11,SeungWoo Choi,Josh Culibao,Featherweight,-225,185
2022-06-11,Maheshate,Steve Garcia,Lightweight,170,-200
2022-06-11,Brendan Allen,Jacob Malkoun,Middleweight,-290,230
2022-06-11,Kyung Ho Kang,Batgerel Danaa,Bantamweight,-120,100
2022-06-11,Liang Na,Silvana Gomez Juarez,Women's Strawweight,-125,105
2022-06-11,Ramona Pascual,Joselyne Edwards,Women's Featherweight,145,-165
2022-06-04,Alexander Volkov,Jairzinho Rozenstruik,Heavyweight,-170,150
2022-06-04,Dan Ige,Movsar Evloev,Featherweight,310,-410
2022-06-04,Michael Trizano,Lucas Almeida,Featherweight,-235,190
2022-06-04,Karine Silva,Poliana Botelho,Women's Flyweight,-125,105
2022-06-04,Ode Osbourne,Zarrukh Adashev,Flyweight,-200,170
2022-06-04,Alonzo Menifield,Askar Mozharov,Light Heavyweight,-275,220
2022-06-04,Felice Herrig,Karolina Kowalkiewicz,Women's Strawweight,-115,-105
2022-06-04,Joe Solecki,Alex Da Silva,Lightweight,-170,150
2022-06-04,Damon Jackson,Dan Argueta,Featherweight,-760,525
2022-06-04,Niklas Stolze,Benoit Saint Denis,Lightweight,140,-160
2022-06-04,Johnny Munoz,Tony Gravely,Bantamweight,105,-125
2022-06-04,Jeff Molina,Zhalgas Zhumagulov,Flyweight,-180,155
2022-06-04,Rinat Fakhretdinov,Andreas Michailidis,Welterweight,-275,220
2022-06-04,Erin Blanchfield,JJ Aldrich,Women's Flyweight,-475,350
2022-05-21,Holly Holm,Ketlen Vieira,Women's Bantamweight,-220,180
2022-05-21,Santiago Ponzinibbio,Michel Pereira,Welterweight,125,-145
2022-05-21,Chidi Njokuani,Dusko Todorovic,Middleweight,-250,200
2022-05-21,Polyana Viana,Tabatha Ricci,Women's Strawweight,110,-130
2022-05-21,Eryk Anders,JunYong Park,Middleweight,160,-205
2022-05-21,Joseph Holmes,Alen Amedovski,Middleweight,-200,170
2022-05-21,Jailton Almeida,Parker Porter,Heavyweight,-600,435
2022-05-21,Omar Morales,Uros Medic,Lightweight,-135,115
2022-05-21,Jonathan Martinez,Vince Morales,Bantamweight,-280,225
2022-05-21,Chase Hooper,Felipe Colares,Featherweight,120,-140
2022-05-21,Elise Reed,Sam Hughes,Women's Strawweight,-140,120
2022-05-14,Jan Blachowicz,Aleksandar Rakic,Light Heavyweight,170,-200
2022-05-14,Ryan Spann,Ion Cutelaba,Light Heavyweight,195,-240
2022-05-14,Davey Grant,Louis Smolka,Bantamweight,-290,230
2022-05-14,Katlyn Chookagian,Amanda Ribas,Women's Flyweight,-180,155
2022-05-14,Frank Camacho,Manuel Torres,Lightweight,115,-135
2022-05-14,Jake Hadley,Allan Nascimento,Flyweight,-210,175
2022-05-14,Viviane Araujo,Andrea Lee,Women's Flyweight,115,-135
2022-05-14,Michael Johnson,Alan Patrick,Lightweight,-150,130
2022-05-14,Virna Jandiroba,Angela Hill,Women's Strawweight,-225,185
2022-05-14,Tatsuro Taira,Carlos Candelario,Flyweight,-320,250
2022-05-14,Nick Maximov,Andre Petroski,Middleweight,-380,290
2022-05-07,Charles Oliveira,Justin Gaethje,Lightweight,-130,110
2022-05-07,Rose Namajunas,Carla Esparza,Women's Strawweight,-235,190
2022-05-07,Michael Chandler,Tony Ferguson,Lightweight,-350,270
2022-05-07,Mauricio Rua,Ovince Saint Preux,Light Heavyweight,210,-260
2022-05-07,Randy Brown,Khaos Williams,Welterweight,-115,-105
2022-05-07,Francisco Trinaldo,Danny Roberts,Welterweight,110,-130
2022-05-07,Macy Chiasson,Norma Dumont,Women's Featherweight,180,-220
2022-05-07,Brandon Royval,Matt Schnell,Flyweight,-260,210
2022-05-07,Blagoy Ivanov,Marcos Rogerio de Lima,Heavyweight,-155,135
2022-05-07,Andre Fialho,Cameron VanCamp,Welterweight,-475,350
2022-05-07,Tracy Cortez,Melissa Gatto,Women's Flyweight,-125,105
2022-05-07,Kleydson Rodrigues,CJ Vergara,Flyweight,-400,300
2022-05-07,Ariane Carnelossi,Loopy Godinez,Women's Strawweight,165,-195
2022-05-07,Journey Newson,Fernie Garcia,Bantamweight,-105,-115
2022-04-30,Rob Font,Marlon Vera,Bantamweight,-105,-115
2022-04-30,Andrei Arlovski,Jake Collier,Heavyweight,-110,-110
2022-04-30,Andre Fili,Joanderson Brito,Featherweight,-260,210
2022-04-30,Jared Gordon,Grant Dawson,Lightweight,180,-220
2022-04-30,Darren Elkins,Tristan Connelly,Featherweight,-165,145
2022-04-30,Krzysztof Jotko,Gerald Meerschaert,Middleweight,-200,170
2022-04-30,Alexandr Romanov,Chase Sherman,Heavyweight,-2000,1000
2022-04-30,Daniel Lacerda,Francisco Figueiredo,Flyweight,-125,105
2022-04-30,Gabe Green,Yohan Lainesse,Welterweight,-115,-105
2022-04-30,Natan Levy,Mike Breeden,Lightweight,-235,190
2022-04-30,Gina Mazany,Shanna Young,Women's Flyweight,-200,170
2022-04-23,Amanda Lemos,Jessica Andrade,Women's Strawweight,190,-235
2022-04-23,Clay Guida,Claudio Puelles,Lightweight,105,-125
2022-04-23,Maycee Barber,Montana De La Rosa,Women's Flyweight,-180,155
2022-04-23,Lando Vannata,Charles Jourdain,Featherweight,-105,-115
2022-04-23,Jordan Wright,Marc-Andre Barriault,Catch Weight,180,-220
2022-04-23,Dwight Grant,Sergey Khandozhko,Welterweight,105,-125
2022-04-23,Tyson Pedro,Ike Villanueva,Light Heavyweight,-630,450
2022-04-23,Aoriqileng,Cameron Else,Bantamweight,-225,185
2022-04-23,Preston Parsons,Evan Elder,Welterweight,-150,130
2022-04-23,Marcin Prachnio,Philipe Lins,Light Heavyweight,-125,105
2022-04-23,Dean Barry,Mike Jackson,Welterweight,-800,550
2022-04-16,Vicente Luque,Belal Muhammad,Welterweight,-180,155
2022-04-16,Caio Borralho,Gadzhi Omargadzhiev,Middleweight,100,-120
2022-04-16,Miguel Baeza,Andre Fialho,Welterweight,-180,155
2022-04-16,Mayra Bueno Silva,Wu Yanan,Women's Bantamweight,-575,410
2022-04-16,Pat Sabatini,TJ Laramie,Featherweight,-630,450
2022-04-16,Mounir Lazzez,Ange Loosa,Welterweight,-210,175
2022-04-16,Devin Clark,William Knight,Heavyweight,-190,160
2022-04-16,Lina Lansberg,Pannie Kianzad,Women's Bantamweight,385,-525
2022-04-16,Drakkar Klose,Brandon Jenkins,Lightweight,-590,425
2022-04-16,Rafa Garcia,Jesse Ronson,Lightweight,115,-135
2022-04-16,Chris Barnett,Martin Buday,Heavyweight,240,-305
2022-04-16,Jordan Leavitt,Trey Ogden,Lightweight,115,-135
2022-04-16,Istela Nunes,Sam Hughes,Women's Strawweight,-240,195
2022-04-16,Alatengheili,Kevin Croom,Bantamweight,-180,155
2022-04-09,Alexander Volkanovski,Chan Sung Jung,Featherweight,-600,435
2022-04-09,Aljamain Sterling,Petr Yan,Bantamweight,310,-410
2022-04-09,Gilbert Burns,Khamzat Chimaev,Welterweight,375,-510
2022-04-09,Mackenzie Dern,Tecia Torres,Women's Strawweight,-125,105
2022-04-09,Vinc Pichel,Mark Madsen,Lightweight,-125,105
2022-04-09,Ian Garry,Darian Weeks,Welterweight,-410,310
2022-04-09,Anthony Hernandez,Josh Fremd,Middleweight,-195,165
2022-04-09,Aspen Ladd,Raquel Pennington,Women's Bantamweight,135,-155
2022-04-09,Mickey Gall,Mike Malott,Welterweight,150,-170
2022-04-09,Aleksei Oleinik,Jared Vanderaa,Heavyweight,130,-150
2022-04-09,Piera Rodriguez,Kay Hansen,Women's Strawweight,-125,105
2022-04-09,Julio Arce,Daniel Santos,Bantamweight,-200,170
2022-03-26,Curtis Blaydes,Chris Daukaus,Heavyweight,-600,435
2022-03-26,Joanne Wood,Alexa Grasso,Women's Flyweight,240,-305
2022-03-26,Matt Brown,Bryan Barberena,Welterweight,-105,-115
2022-03-26,Askar Askarov,Kai Kara-France,Flyweight,-450,340
2022-03-26,Neil Magny,Max Griffin,Welterweight,-280,225
2022-03-26,Marc Diakiese,Viacheslav Borshchev,Lightweight,115,-135
2022-03-26,Sara McMann,Karol Rosa,Women's Bantamweight,220,-275
2022-03-26,Chris Gutierrez,Batgerel Danaa,Bantamweight,135,-155
2022-03-26,Aliaskhab Khizriev,Denis Tiuliulin,Middleweight,-1000,650
2022-03-26,Jennifer Maia,Manon Fiorot,Women's Flyweight,375,-510
2022-03-26,Matheus Nicolau,David Dvorak,Flyweight,105,-125
2022-03-26,Luis Saldana,Bruno Souza,Featherweight,130,-150
2022-03-19,Alexander Volkov,Tom Aspinall,Heavyweight,115,-135
2022-03-19,Arnold Allen,Dan Hooker,Featherweight,-110,-110
2022-03-19,Paddy Pimblett,Kazula Vargas,Lightweight,-760,525
2022-03-19,Gunnar Nelson,Takashi Sato,Welterweight,-525,385
2022-03-19,Molly McCann,Luana Carolina,Women's Flyweight,-140,120
2022-03-19,Jai Herbert,Ilia Topuria,Lightweight,435,-600
2022-03-19,Mike Grundy,Makwan Amirkhani,Featherweight,-240,195
2022-03-19,Shamil Abdurakhimov,Sergei Pavlovich,Heavyweight,270,-350
2022-03-19,Nikita Krylov,Paul Craig,Light Heavyweight,-200,170
2022-03-19,Jack Shore,Timur Valiev,Bantamweight,-130,110
2022-03-19,Cory McKenna,Elise Reed,Women's Strawweight,-300,235
2022-03-19,Muhammad Mokaev,Cody Durden,Flyweight,-490,360
2022-03-12,Thiago Santos,Magomed Ankalaev,Light Heavyweight,450,-630
2022-03-12,Marlon Moraes,Song Yadong,Bantamweight,230,-290
2022-03-12,Sodiq Yusuff,Alex Caceres,Featherweight,-290,230
2022-03-12,Khalil Rountree Jr.,Karl Roberson,Light Heavyweight,125,-145
2022-03-12,Drew Dober,Terrance McKinney,Lightweight,-155,135
2022-03-12,Alex Pereira,Bruno Silva,Middleweight,-220,180
2022-03-12,Matthew Semelsberger,AJ Fletcher,Welterweight,-195,165
2022-03-12,JJ Aldrich,Gillian Robertson,Women's Flyweight,100,-120
2022-03-12,Trevin Jones,Javid Basharat,Bantamweight,160,-190
2022-03-12,Damon Jackson,Kamuela Kirk,Featherweight,-130,110
2022-03-12,Sabina Mazo,Miranda Maverick,Women's Flyweight,280,-365
2022-03-12,Dalcha Lungiambula,Cody Brundage,Middleweight,-145,125
2022-03-12,Kris Moutinho,Guido Cannetti,Bantamweight,-160,140
2022-03-12,Tafon Nchukwi,Azamat Murzakanov,Light Heavyweight,170,-200
2022-03-05,Colby Covington,Jorge Masvidal,Welterweight,-310,245
2022-03-05,Rafael Dos Anjos,Renato Moicano,Catch Weight,-190,160
2022-03-05,Edson Barboza,Bryce Mitchell,Featherweight,150,-170
2022-03-05,Kevin Holland,Alex Oliveira,Welterweight,-435,330
2022-03-05,Serghei Spivac,Greg Hardy,Heavyweight,-180,155
2022-03-05,Jalin Turner,Jamie Mullarkey,Lightweight,-160,140
2022-03-05,Marina Rodriguez,Yan Xiaonan,Women's Strawweight,-305,240
2022-03-05,Nicolae Negumereanu,Kennedy Nzechukwu,Light Heavyweight,115,-135
2022-03-05,Maryna Moroz,Mariya Agapova,Women's Flyweight,145,-165
2022-03-05,Brian Kelleher,Umar Nurmagomedov,Featherweight,650,-1000
2022-03-05,Tim Elliott,Tagir Ulanbekov,Flyweight,190,-235
2022-03-05,Devonte Smith,Ludovit Klein,Lightweight,-145,125
2022-03-05,Dustin Jacoby,Michal Oleksiejczuk,Light Heavyweight,-195,165
2022-02-26,Islam Makhachev,Bobby Green,Catch Weight,-760,525
2022-02-26,Misha Cirkunov,Wellington Turman,Middleweight,-150,130
2022-02-26,Ji Yeon Kim,Priscila Cachoeira,Women's Flyweight,-180,155
2022-02-26,Arman Tsarukyan,Joel Alvarez,Lightweight,-265,215
2022-02-26,Armen Petrosyan,Gregory Rodrigues,Middleweight,120,-140
2022-02-26,Rongzhu,Ignacio Bahamondes,Lightweight,175,-210
2022-02-26,Josiane Nunes,Ramona Pascual,Women's Featherweight,-305,240
2022-02-26,Terrance McKinney,Fares Ziam,Lightweight,-105,-115
2022-02-26,Alejandro Perez,Jonathan Martinez,Featherweight,245,-310
2022-02-26,Ramiz Brahimaj,Micheal Gillmore,Welterweight,-425,320
2022-02-26,Victor Altamirano,Carlos Hernandez,Flyweight,150,-170
2022-02-19,Johnny Walker,Jamahal Hill,Light Heavyweight,185,-225
2022-02-19,Kyle Daukaus,Jamie Pickett,Catch Weight,-335,260
2022-02-19,Parker Porter,Alan Baudot,Heavyweight,-280,225
2022-02-19,Jim Miller,Nikolas Motta,Lightweight,150,-170
2022-02-19,Joaquin Buckley,Abdul Razak Alhassan,Middleweight,-155,135
2022-02-19,Gabriel Benitez,David Onama,Featherweight,165,-195
2022-02-19,Jessica-Rose Clark,Stephanie Egger,Women's Bantamweight,-165,145
2022-02-19,Chas Skelly,Mark Striegl,Featherweight,-210,175
2022-02-19,Diana Belbita,Gloria de Paula,Women's Strawweight,-125,105
2022-02-19,Chad Anheliger,Jesse Strader,Bantamweight,-240,195
2022-02-19,Jonathan Pearce,Christian Rodriguez,Featherweight,-350,270
2022-02-19,Mario Bautista,Jay Perrin,Bantamweight,-350,270
2022-02-12,Israel Adesanya,Robert Whittaker,Middleweight,-310,245
2022-02-12,Derrick Lewis,Tai Tuivasa,Heavyweight,-165,145
2022-02-12,Jared Cannonier,Derek Brunson,Middleweight,-160,140
2022-02-12,Alexander Hernandez,Renato Moicano,Lightweight,130,-150
2022-02-12,Bobby Green,Nasrat Haqparast,Lightweight,-155,135
2022-02-12,Andrei Arlovski,Jared Vanderaa,Heavyweight,-145,-160
2022-02-12,Roxanne Modafferi,Casey O'Neill,Women's Flyweight,270,-350
2022-02-12,Kyler Phillips,Marcelo Rojo,Bantamweight,-435,330
2022-02-12,Carlos Ulberg,Fabio Cherant,Light Heavyweight,-265,215
2022-02-12,Mana Martinez,Ronnie Lawrence,Bantamweight,260,-335
2022-02-12,AJ Dobson,Jacob Malkoun,Middleweight,-110,-110
2022-02-12,Douglas Silva de Andrade,Sergey Morozov,Bantamweight,175,-210
2022-02-12,Jeremiah Wells,Blood Diamond,Welterweight,-240,195
2022-02-12,William Knight,Maxim Grishin,Heavyweight,140,-160
2022-02-05,Jack Hermansson,Sean Strickland,Middleweight,200,-250
2022-02-05,Punahele Soriano,Nick Maximov,Middleweight,-190,160
2022-02-05,Shavkat Rakhmonov,Carlston Harris,Welterweight,-280,225
2022-02-05,Sam Alvey,Brendan Allen,Light Heavyweight,300,-400
2022-02-05,Tresean Gore,Bryan Battle,Middleweight,-135,100
2022-02-05,Julian Erosa,Steven Peterson,Featherweight,-310,245
2022-02-05,Miles Johns,John Castaneda,Bantamweight,-170,150
2022-02-05,Hakeem Dawodu,Michael Trizano,Featherweight,-170,150
2022-02-05,Chidi Njokuani,Marc-Andre Barriault,Middleweight,-110,-110
2022-02-05,Alexis Davis,Julija Stoliarenko,Women's Bantamweight,-280,225
2022-02-05,Jailton Almeida,Danilo Marques,Light Heavyweight,-400,300
2022-02-05,Jason Witt,Phil Rowe,Welterweight,125,-145
2022-02-05,Malcolm Gordon,Denys Bondar,Flyweight,230,-290
2022-01-22,Francis Ngannou,Ciryl Gane,Heavyweight,135,-160
2022-01-22,Brandon Moreno,Deiveson Figueiredo,Flyweight,-195,165
2022-01-22,Michel Pereira,Andre Fialho,Welterweight,-300,240
2022-01-22,Cody Stamann,Said Nurmagomedov,Bantamweight,155,-180
2022-01-22,Michael Morales,Trevin Giles,Welterweight,-110,-110
2022-01-22,Raoni Barcelos,Victor Henry,Bantamweight,-500,380
2022-01-22,Jack Della Maddalena,Pete Rodriguez,Welterweight,-420,330
2022-01-22,Tony Gravely,Saimon Oliveira,Bantamweight,-260,210
2022-01-22,Matt Frevola,Genaro Valdez,Lightweight,-200,170
2022-01-22,Silvana Gomez Juarez,Vanessa Demopoulos,Women's Strawweight,125,-150
2022-01-22,Kay Hansen,Jasmine Jasudavicius,Women's Flyweight,-190,160
2022-01-15,Calvin Kattar,Giga Chikadze,Featherweight,185,-225
2022-01-15,Jake Collier,Chase Sherman,Heavyweight,-140,120
2022-01-15,Brandon Royval,Rogerio Bontorin,Flyweight,-155,135
2022-01-15,Katlyn Chookagian,Jennifer Maia,Women's Flyweight,-210,175
2022-01-15,Dakota Bush,Viacheslav Borshchev,Lightweight,185,-225
2022-01-15,Bill Algeo,Joanderson Brito,Featherweight,135,-155
2022-01-15,Jamie Pickett,Joseph Holmes,Middleweight,125,-145
2022-01-15,Court McGee,Ramiz Brahimaj,Welterweight,105,-125
2022-01-15,Brian Kelleher,Kevin Croom,Featherweight,-380,290
2022-01-15,TJ Brown,Charles Rosa,Lightweight,-220,180
2021-12-18,Derrick Lewis,Chris Daukaus,Heavyweight,120,-140
2021-12-18,Stephen Thompson,Belal Muhammad,Welterweight,-235,190
2021-12-18,Amanda Lemos,Angela Hill,Women's Strawweight,-290,230
2021-12-18,Raphael Assuncao,Ricky Simon,Bantamweight,235,-300
2021-12-18,Diego Ferreira,Mateusz Gamrot,Lightweight,200,-250
2021-12-18,Cub Swanson,Darren Elkins,Featherweight,-160,140
2021-12-18,Dustin Stoltzfus,Gerald Meerschaert,Middleweight,190,-235
2021-12-18,Justin Tafa,Harry Hunsucker,Heavyweight,-320,250
2021-12-18,Sijara Eubanks,Melissa Gatto,Women's Flyweight,-165,145
2021-12-18,Charles Jourdain,Andre Ewell,Featherweight,-235,190
2021-12-18,Raquel Pennington,Macy Chiasson,Women's Featherweight,-135,115
2021-12-18,Don'Tale Mayes,Josh Parisian,Heavyweight,-165,145
2021-12-18,Jordan Leavitt,Matt Sayles,Lightweight,-140,120
2021-12-11,Charles Oliveira,Dustin Poirier,Lightweight,110,-130
2021-12-11,Amanda Nunes,Julianna Pena,Women's Bantamweight,-1125,700
2021-12-11,Geoff Neal,Santiago Ponzinibbio,Welterweight,110,-130
2021-12-11,Kai Kara-France,Cody Garbrandt,Flyweight,125,-145
2021-12-11,Raulian Paiva,Sean O'Malley,Bantamweight,240,-305
2021-12-11,Josh Emmett,Dan Ige,Featherweight,-130,110
2021-12-11,Pedro Munhoz,Dominick Cruz,Bantamweight,-110,-110
2021-12-11,Augusto Sakai,Tai Tuivasa,Heavyweight,105,-125
2021-12-11,Jordan Wright,Bruno Silva,Middleweight,245,-310
2021-12-11,Andre Muniz,Eryk Anders,Middleweight,-200,170
2021-12-11,Miranda Maverick,Erin Blanchfield,Women's Flyweight,-150,130
2021-12-11,Ryan Hall,Darrick Minner,Featherweight,-165,145
