Date,RedFighter,BlueFighter,MissingColumnCount,MissingColumns
2026-05-02,Marwan Rahiki,Ollie Schmid,7,"RedOdds, BlueOdds, OddsDiff, ReachDiff, HeightDiff, BlueHeightCms, BlueReachCms"
